Anthology Publication Year,Anthology Type,Anthology Title,Collection Type,Source Title,Source Genre,Original Publication Year,Publication Decade,Author,Author Birth Year,Author Birth Decade,Author Gender,Anthology Section Header,Anthology Edition,Anthology Editors
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Cross Crossings Cautiously,Short Story,1926,1920s,Anita Scott Coleman,1901,1900s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Eternal Quest,Short Story,1931,1930s,Anita Scott Coleman,1901,1900s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Bones of Louella Brown,Short Story,1947,1940s,Ann Petry,1911,1910s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Dark Quarry,Short Story,1946,1940s,Babette Sriefel,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Pink Hat,Short Story,,0s,Caroline Bond Day,1889,1880s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,A Slave For Life: A Story of Long Ago,Short Story,1929,1920s,Coralie Franklin Cook,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Black Brother,Short Story,,0s,Cordelia T. Smith,1939,1930s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Faith,Short Story,,0s,Doris Peters,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Mammy (A Short Story),Short Story,,0s,Dorothy West,1907,1900s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Black Dress,Short Story,,0s,Dorothy West,1907,1900s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Typewriter,Short Story,1926,1920s,Dorothy West,1907,1900s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Sally,Short Story,,0s,Duanna Dungye,,0s,Female,,1st Ed,Judith Musser
2008,Short Story General Collection,The Ecco anthology of contemporary American Short Fiction Â  ,Alphabetical,"Old Boys, Old Girls",Short Story,2004,2000s,Edward P. Jones,1950,1950s,Male,,1st Ed,Joyce Carol Oates; Christopher R Beha
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Too Much Pigment,Short Story,,0s,Effie Carrow,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Tell It To Us Easy,Short Story,,0s,Eleanor Simms,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Not in the Record,Short Story,,0s,Elizabeth Walker Reeves,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Mademoiselle 'Tasie - A Story,Short Story,,0s,Eloise Bibb Thompson,1878,1870s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Masks,Short Story,,0s,Eloise Bibb Thompson,1878,1870s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Little That Is Everything,Short Story,,0s,Elsie A. Parry,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Dark Laughter,Short Story,,0s,Ethel Riley,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Digression,Short Story,,0s,Eunice Roberta Hunton,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Replica,Short Story,,0s,Eunice Roberta Hunton,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Corner,Short Story,,0s,Eunice Roberta Hunton,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Who Gives Himself,Short Story,,0s,Eunice Roberta Hunton,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Street Of the Mortar and Pestle: A Story of Color in Capital,Short Story,,0s,Florence Jackson Stoddard,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,A Street Car Ride,Short Story,,0s,Frances E. W. Harper,1825,1820s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Mrs. Millennium,Short Story,,0s,Frances Evans Layer,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,A Day's Pay: A Short Story,Short Story,1940,1940s,Grace W. Tompkins,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Across the Line,Short Story,1939,1930s,Grace W. Tompkins,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Fugitive,Short Story,1939,1930s,Grace W. Tompkins,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Part of the Pack: Another View of Night Life in Harlem,Short Story,1935,1930s,Hazel V. Campbell,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Parasites,Short Story,0,00s,Hazel V. Campbell,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Two Worlds,Short Story,1943,1940s,Helen Bayne Anthony,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Excess Baggage,Short Story,1941,1940s,Helen Faw Mull,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Uncle Ben,Short Story,1939,1930s,Helen Faw Mull,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,White Only: A Story of the Color Line,Short Story,,0s,Helen Faw Mull,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Ebony - A Story,Short Story,1931,1930s,Isabel M. Thompson,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,One Night in Africa,Short Story,,0s,Isabelle Eberhardt,1877,1870s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Tears of the Almond Tree,Short Story,,0s,Isabelle Eberhardt,1877,1870s,Female,,1st Ed,Judith Musser
2008,Short Story General Collection,The Ecco anthology of contemporary American Short Fiction Â  ,Alphabetical,Who Invented the Jump Shot,Short Story,2001,2000s,John Edgar Wideman,1941,1940s,Male,,1st Ed,Joyce Carol Oates; Christopher R Beha
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Elise,Short Story,,0s,Julia Rumford,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Prodigal,Short Story,1930,1930s,Laura D. Nichols,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Recompense,Short Story,,0s,Lilith Shell,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Condemned House,Short Story,1939,1930s,Lucille Boehm,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Hall of Liberty,Short Story,,0s,Manet Fowler,1895,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Southern Circumstances,Short Story,,0s,Manet Fowler,1895,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Half-Bright: A Short Story,Short Story,,0s,Marian Minus,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Fine Line: A Story of theh Color Line,Short Story,,0s,Marian Minus,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,A Sealed Pod,Short Story,1936,1930s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Black Fronts,Short Story,1938,1930s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Of Jimmie Harris,Short Story,1933,1930s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Hands: A Story,Short Story,1925,1920s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Makin's ,Short Story,1939,1930s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,There Were Three,Short Story,1933,1930s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Tin Can,Short Story,1934,1930s,Marita O. Bonner,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Souls of White Children,Short Story,,0s,Mary Capotosto,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Beyond the Years,Short Story,,0s,Mary Etta Spencer,1929,1920s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Nothing Changes,Short Story,,0s,Mary Louise Bohanon,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,One Blue Star,Short Story,,0s,May Miller,1899,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Black,Short Story,,0s,Nellie R. Bright,1898,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Noose,Short Story,,0s,Octavia B. Wynbush,1947,1940s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Slackened Caprice,Short Story,,0s,Ottie Beatrice Graham,1900,1900s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Bishop and the Landlady,Short Story,,0s,Patsy Graves,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,High Falutin',Short Story,,0s,Pearl Fisher,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Woman in the Window,Short Story,,0s,Ramona Lowe,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,A Change of Scenery,Short Story,1948,1940s,Rosalie Lieberman,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Citizen in the South,Short Story,1942,1940s,Ruby Rohrlich,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Concerto,Short Story,,0s,Shirely Nelson Shuman,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Big Joe: A Short Story,Short Story,,0s,Stella Kamp,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Faith: A Story,Short Story,,0s,Thelma T. Clement,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,The Legend of Ngurangurane (The Son of the Crocodile),Short Story,,0s,Violette De Mazia,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Portrait of a Citizen,Short Story,1942,1940s,Zora L. Barnes,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Requiem,Short Story,1943,1940s,Zora L. Barnes,,0s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Drenched in Light,Short Story,1924,1920s,Zora Neale Hurston,1891,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,John Redding Goes to Sea,Short Story,1921,1920s,Zora Neale Hurston,1891,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Muttsy,Short Story,1926,1920s,Zora Neale Hurston,1891,1890s,Female,,1st Ed,Judith Musser
2008,Special Topics - Black Women Writers Collection,"""Tell it to Us Easy"" and Other Stories: A Complete Short Fiction Anthology of African American Women Writers in Opportunity Magazine, (1923-1948)",Chronological,Spunk,Short Story,1925,1920s,Zora Neale Hurston,1891,1890s,Female,,1st Ed,Judith Musser
2009,Special Topics - Black Literature Collection,"Black Noir: Mystery, Crime and Suspense Stories by African-American Writers ",None,Summer Session,Short Story,1899,1890s,Alice Dunbar Nelson,1875,1870s,Female,,1st Ed,Otto Penzler;
2009,Special Topics - Black Literature Collection,"Black Noir: Mystery, Crime and Suspense Stories by African-American Writers ",None,On Saturday the Siren Sounds at Noon,Short Story,1943,1940s,Ann Petry,1911,1910s,Female,,1st Ed,Otto Penzler;
2009,Special Topics - Black Literature Collection,"Black Noir: Mystery, Crime and Suspense Stories by African-American Writers ",None,The Sheriff's Children,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,,1st Ed,Otto Penzler;
2009,Special Topics - Black Literature Collection,"Black Noir: Mystery, Crime and Suspense Stories by African-American Writers ",None,Strictly Business,Short Story,1942,1940s,Chester Himes,1909,1900s,Male,,1st Ed,Otto Penzler;
2009,Special Topics - Black Literature Collection,"Black Noir: Mystery, Crime and Suspense Stories by African-American Writers ",None,"Old Boys, Old Girls",Short Story,2004,2000s,Edward P. Jones,1950,1950s,Male,,1st Ed,Otto Penzler;
2009,Special Topics - Black Literature Collection,"Black Noir: Mystery, Crime and Suspense Stories by African-American Writers ",None,Talma Gordon,Short Story,1900,1900s,Pauline E. Hopkins,1859,1850s,Female,,1st Ed,Otto Penzler;
2011,Special Topics - Black Literature Collection,African-American Classics: Graphic Classics,None,A Carnival Jangle,Short Story,1895,1890s,Alice Dunbar Nelson,1875,1870s,Female,,Vol. 22,Tom Pomplun
2011,Short Story General Collection,The Story and Its Writer: an Introduction to Short Fiction ,Alphabetical,Everyday Use,Short Story,1973,1970s,Alice Walker,1944,1940s,Female,Part One: Stories,,Ann Charters
2011,Special Topics - Black Literature Collection,African-American Classics: Graphic Classics,None,The Goophered Grapevine,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,,Vol. 22,Tom Pomplun
2011,Special Topics - Black Literature Collection,African-American Classics: Graphic Classics,None,Buyers of Dreams,Short Story,1921,1920s,Ethel M. Caution,1880,1880s,Female,,Vol. 22,Tom Pomplun
2011,Special Topics - Black Literature Collection,African-American Classics: Graphic Classics,None,Two Americans ,Short Story,,0s,Florence Lewis Bentley,,0s,Female,,Vol. 22,Tom Pomplun
2011,Special Topics - Black Literature Collection,African-American Classics: Graphic Classics,None,Shalmaneser,Short Story,,0s,Frances E. W. Harper,1825,1820s,Female,,Vol. 22,Tom Pomplun
2011,Short Story General Collection,The Story and Its Writer: an Introduction to Short Fiction ,Alphabetical,Girl,Short Story,1978,1970s,Jamaica Kincaid,1949,1940s,Female,Part One: Stories,,Ann Charters
2011,Short Story General Collection,The Story and Its Writer: an Introduction to Short Fiction ,Alphabetical,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,Part One: Stories,,Ann Charters
2011,Short Story General Collection,The Story and Its Writer: an Introduction to Short Fiction ,Alphabetical,Battle Royal (From Invisible Man),Short Story,1947,1940s,Ralph Ellison,1914,1910s,Male,Part One: Stories,,Ann Charters
2011,Short Story General Collection,The Story and Its Writer: an Introduction to Short Fiction ,Alphabetical,The Lesson,Short Story,1972,1970s,Toni Cade Bambara,1939,1930s,Female,Part One: Stories,,Ann Charters
2011,Special Topics - Black Literature Collection,African-American Classics: Graphic Classics,None,On Being Crazy,Short Story,1907,1900s,W.E.B. DuBois,1868,1860s,Male,,Vol. 22,Tom Pomplun
2011,Short Story General Collection,The Story and Its Writer: an Introduction to Short Fiction ,Alphabetical,The Gilded Six-Bit,Short Story,1933,1930s,Zora Neale Hurston,1891,1890s,Female,Part One: Stories,,Ann Charters
2011,Short Story General Collection,The Story and Its Writer: an Introduction to Short Fiction ,Alphabetical,Brownies,Short Story,1999,1990s,ZZ Packer,1973,1970s,Female,Part One: Stories,,Ann Charters
2012,Short Story General Collection,Fiction 100: an Anthology of Short Fiction,Alphabetical,To Hell With Dying,Short Story,1988,1980s,Alice Walker,1944,1940s,Female,,13th Ed,James H Pickering;
2012,Short Story General Collection,Fiction 100: an Anthology of Short Fiction,Alphabetical,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,,13th Ed,James H Pickering;
2012,Short Story General Collection,Fiction 100: an Anthology of Short Fiction,Alphabetical,King of the Bingo Game,Short Story,1944,1940s,Ralph Ellison,1914,1910s,Male,,13th Ed,James H Pickering;
2012,Short Story General Collection,Fiction 100: an Anthology of Short Fiction,Alphabetical,The Man Who Was Almost a Man,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,,13th Ed,James H Pickering;
2012,Short Story General Collection,Fiction 100: an Anthology of Short Fiction,Alphabetical,The Lesson,Short Story,1972,1970s,Toni Cade Bambara,1939,1930s,Female,,13th Ed,James H Pickering;
2012,Short Story General Collection,Fiction 100: an Anthology of Short Fiction,Alphabetical,Spunk,Short Story,1925,1920s,Zora Neale Hurston,1891,1890s,Female,,13th Ed,James H Pickering;
2013,Short Story General Collection,The Oxford Book of American Short Stories,Chronological,The Sheriff's Children,Short Story,1899,1890s,Charles W. Chesnutt,1858,1850s,Male,,2,oyce Carol Oates
2013,Short Story General Collection,The Broadview Anthology of Short Fiction,Alphabetical,Young Lions,Short Story,1992,1990s,Edward P. Jones,1950,1950s,Male,,1st Ed,Sara Levine
2013,Short Story General Collection,The Broadview Anthology of Short Fiction,Alphabetical,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,,1st Ed,Sara Levine
2013,Short Story General Collection,The Oxford Book of American Short Stories,Chronological,Sonny's Blues,Short Story,1957,1950s,James Baldwin,1924,1920s,Male,,2,oyce Carol Oates
2013,Short Story General Collection,The Oxford Book of American Short Stories,Chronological,Red-Headed Baby,Short Story,1934,1930s,Langston Hughes,1902,1900s,Male,,2,oyce Carol Oates
2013,Short Story General Collection,The Oxford Book of American Short Stories,Chronological,Battle Royal (From Invisible Man),Short Story,1947,1940s,Ralph Ellison,1914,1910s,Male,,2,oyce Carol Oates
2013,Short Story General Collection,The Oxford Book of American Short Stories,Chronological,The Man Who Was Almost a Man,Short Story,1961,1960s,Richard Wright,1908,1900s,Male,,2,oyce Carol Oates
2013,Short Story General Collection,The Broadview Anthology of Short Fiction,Alphabetical,Brownies,Short Story,1999,1990s,ZZ Packer,1973,1970s,Female,,1st Ed,Sara Levine
